,x,y,z,B_Gx,B_Gy,B_Gz,B0
0,2.744262128234731,0.0518373193521957,-3.5152187634935315,8.698208593698243e-06,-3.776644499092015e-08,-1.1592310904581387e-05,-3.021315599273619e-07
1,-22.27724504433238,-0.6031013405425745,-3.530521212582604,-7.244796773837146e-05,-6.278671479740475e-07,-1.1083457751019515e-05,-2.703282378297439e-07
2,3.209017415731525,-24.954985488537755,-3.3154299311257582,1.0367883003823132e-05,-2.391088048487632e-05,-1.1099359412068324e-05,-3.81639865171404e-07
3,2.0439125278645616,25.27839170316434,-3.949343581754368,6.503779368962671e-06,2.4161083182941165e-05,-1.2355590634924193e-05,-2.703282378297439e-07
4,27.85630714029633,0.714700154177643,-3.7798093423121553,8.965356499318225e-05,7.175624548274829e-07,-1.1958049108703982e-05,1.272132883904679e-07
5,-47.296271326253006,-1.3138926434883826,-3.90495362066398,-0.00015265594606856149,-1.2698967128196901e-06,-1.3102968704218194e-05,-5.088531535618719e-07
6,3.836980909229683,-50.01745925488851,-3.734321995760802,1.2069360736045641e-05,-4.7694299217908285e-05,-1.1878540803459939e-05,1.4311494943927607e-07
7,1.377600555461668,50.33946082573785,-4.160631984240889,4.802301636740164e-06,4.817582139154252e-05,-1.365952684092649e-05,4.770498314642419e-08
8,52.87482255525003,1.4792550485933158,-3.786308969175602,0.00017014777322225082,1.6003531064902412e-06,-1.0844932835287388e-05,1.1131162734165927e-06
9,-38.258669147368416,-23.498292292228765,62.913973780793086,-0.00012481213757209783,-2.433103218540031e-05,0.0001937458382186826,-1.9718059700522443e-06
10,-45.330451081879154,0.1997777439285257,63.03553377467151,-0.00014763102117713802,-1.1990846284617147e-06,0.0001947317412037087,-1.7809860374665352e-06
11,-20.47863543895568,-40.196901980374896,63.32071179310446,-6.643713986192186e-05,-4.080192300706536e-05,0.00019535190598461225,-1.892297664808229e-06
12,3.40031391569599,-45.96320988776112,63.56743194873835,1.1767229176118281e-05,-4.6684046814401174e-05,0.00019586075913817413,-1.1926245786606366e-06
13,-39.51406175267879,24.10291673151134,63.60295047469286,-0.000127785748188225,2.233885221212927e-05,0.00019624239900334554,-4.293448483178453e-07
14,-22.652259909316943,41.9345214727209,63.26293437438018,-7.286141092564049e-05,3.947065582113542e-05,0.00019532010266251466,1.1131162734167085e-07
15,26.97505834184177,-38.96574524460653,63.54476457768627,8.792028393886213e-05,-3.9418726959272904e-05,0.00019590846412132057,-1.2721328839046744e-06
16,24.78177160461016,43.17185118395393,63.286799023360935,8.182994775716847e-05,4.0863293480175605e-05,0.00019552682425614916,2.5442657678095295e-07
17,49.52584596516236,2.700680623686333,63.48285391667837,0.00016264218920721322,9.677651528923288e-07,0.00019611518571495507,2.06721593634503e-07
18,0.9120011595053256,48.87480816547902,64.04127935105296,4.436563432617568e-06,4.658963070192387e-05,0.00019811879500710494,4.293448483178453e-07
19,42.59348068889887,26.430993556086115,63.50429702364421,0.00014017314214524683,2.429326574040939e-05,0.00019595616910446698,-1.431149494392818e-07
20,43.77235269274704,-21.162464832439124,65.2452965693825,0.00014400544245800968,-2.2442709935854302e-05,0.00020196699698091662,-7.155747471963863e-07
21,-86.73301858102826,9.887679235637826,-3.8976461076958135,-0.0002781200517436604,9.215012577784516e-06,-1.3325591958901514e-05,-1.272132883904679e-07
22,-86.14599284509984,-14.836165511742305,-3.7321115409080914,-0.0002758779175357785,-1.3954701424144996e-05,-1.2451000601217045e-05,-3.6573820412259583e-07
23,-80.77249378783537,33.71266219594148,-4.068617248459757,-0.0002581952704495034,3.200706212980483e-05,-1.2101164058143259e-05,-7.950830524404212e-08
24,-78.76254744254769,-38.20909964583226,-4.078065224259402,-0.00025277280403185966,-3.583563549075936e-05,-1.3325591958901514e-05,3.81639865171404e-07
25,-68.59836136170166,54.9784253233186,-4.258928260351235,-0.00021828210121699408,5.2089369253726624e-05,-1.2975755415827726e-05,-2.544265767809358e-07
26,-65.57649801194668,-58.78705466063997,-3.661930844164299,-0.000209488482657003,-5.5526115747900356e-05,-1.21806723633873e-05,5.088531535618719e-07
27,-51.16660747012766,72.09618719371717,-4.555550599232785,-0.00016229235266413943,6.854137685289621e-05,-1.4740839792245467e-05,4.2934484831782843e-07
28,-47.13453279345583,-75.11046025279894,-4.069421646327205,-0.00015065233677641164,-7.075071388486504e-05,-1.335739528099913e-05,6.678697640499561e-07
29,-29.759856505483985,84.0433155027229,-4.74565137745725,-9.372439022167721e-05,7.99987721020166e-05,-1.4597724842806192e-05,2.544265767809358e-07
30,-25.12896313343979,-85.79533751978144,-4.068107225279486,-8.070092982270307e-05,-8.094293322678963e-05,-1.2578213889607513e-05,1.0972146123677846e-06
31,-5.88557786951791,89.65301425641819,-5.094792473639811,-1.8111991934592865e-05,8.548434823694777e-05,-1.5504119522588274e-05,7.473780692939998e-07
32,-1.070709805542888,-90.08727413870056,-3.904929806747053,-4.0867268895437805e-06,-8.523886634450678e-05,-1.2466902262265854e-05,1.5901661048808487e-06
33,-84.88126436849866,-1.287516288566099,30.79524958194347,-0.00027354037336160353,-1.5861906896186463e-06,9.129143608120952e-05,-3.3393488202497953e-07
34,-69.83883417815579,-47.985200151642005,31.35356471955244,-0.0002243406340765901,-4.640079847696928e-05,9.243635567672373e-05,-1.1131162734165972e-07
35,-80.82011066848561,-25.847837461542063,31.99880868109035,-0.0002601034697753604,-2.491169127713571e-05,9.480570317299619e-05,-2.8622989887855215e-07
36,18.638917602648814,88.72800478546547,-4.795160508853449,5.928139238995804e-05,8.483759786647826e-05,-1.4804446436440698e-05,1.2244279007582557e-06
37,23.29439846263391,-87.7360636882612,-4.279374058628978,7.314764082451904e-05,-8.287846353257428e-05,-1.3071165382120578e-05,1.3357395280999124e-06
38,-72.1168476818236,46.26390111634407,30.3374620406783,-0.00023079670846240635,4.328506676521836e-05,9.025782811303698e-05,-9.540996629284298e-08
39,-53.09807015413837,-66.24849061078525,32.67282265382098,-0.00017038629813798296,-6.391498734150848e-05,9.672980415990203e-05,2.06721593634503e-07
40,-31.86012341908449,-79.10117110680243,31.737075601293316,-0.00010178653237342313,-7.607578262858476e-05,9.288160218609036e-05,6.201647809035206e-07
41,-82.0092642206833,23.38594227541624,32.07124238850426,-0.0002634269169345614,2.1819563593504117e-05,9.509193307187474e-05,6.360664419523236e-08
42,-7.880667625074014,-85.48584527125641,30.71402348294758,-2.5379051033898338e-05,-8.214201785525132e-05,9.1084714487575e-05,7.632797303428136e-07
43,-56.39089515925157,65.4078600283653,29.58250877546637,-0.00017938663829160853,6.176702078264991e-05,8.752274241264192e-05,3.1803322097621745e-08
44,46.203585176461786,-78.7720114944352,-4.056142391215036,0.00014597724842806194,-7.411192748905695e-05,-1.1544605921434961e-05,1.971805970052253e-06
45,41.95711448413555,81.21025176529368,-4.851585006378648,0.00013333542789425914,7.739288739764313e-05,-1.426378996078121e-05,1.8286910206129766e-06
46,16.79853529489944,-84.75073062774176,30.70697396776326,5.369990936182625e-05,-8.128283123170791e-05,9.089389455498931e-05,5.406564756594825e-07
