,x,y,z,B_Gx,B_Gy,B_Gz,B0
0,2.8626441233071263,0.0023463059782393,-3.5318505144491943,9.181442404459257e-06,4.364122532284107e-07,-3.5075585785317092e-06,-5.874780331920906e-07
1,-22.15803843724644,-0.647001480898628,-3.752738847524312,-7.576788119511715e-05,-1.9470700528652172e-06,-3.5122793841555745e-06,-7.049736398305123e-07
2,3.319830379250742,-25.00426831575301,-3.2924640328069867,1.0373183557506069e-05,-8.47311174729622e-05,-3.2243102410998084e-06,-3.69271906577887e-07
3,2.1718575569588707,25.228409485412897,-4.007823609196943,7.08330657163036e-06,8.55368016327685e-05,-3.809690138459071e-06,-4.364122532284103e-07
4,27.97617340466965,0.659197074267219,-3.590109439474443,9.48021694705409e-05,2.6184735193704644e-06,-3.380096826687354e-06,0.0
5,-47.17328930022742,-1.352716774473696,-4.33264417302473,-0.0001613886082611988,-4.733394438861993e-06,-4.041009614028456e-06,-7.217587264931522e-07
6,3.945312420051612,-50.06745655279943,-3.670310047756989,1.3109152683514951e-05,-0.0001699322173724781,-3.4414672997975993e-06,5.035525998789388e-08
7,1.513229206390876,50.28929910187428,-4.260450463205017,5.1194514321025095e-06,0.00017040219979903176,-3.932431084679561e-06,1.1749560663841793e-07
8,52.994070133919024,1.4181304253559028,-3.3912039010424264,0.000179902558850081,5.186591778753034e-06,-3.0685236555122625e-06,8.39254333131559e-07
9,-38.6927229610474,-23.443418381653476,62.59026518594824,-0.00013176293030165475,-8.562072706608167e-05,5.701316951941785e-05,-1.5106577996368156e-06
10,-45.75967189481459,0.2563869946724092,62.61955497600423,-0.00015576560422921737,-3.961280452380959e-06,5.7291697051225873e-05,-7.721139864810474e-07
11,-20.92059498273169,-40.14541587320014,63.16762721685782,-6.967489473658204e-05,-0.000142538955939064,5.7461646053685014e-05,-1.9974253128531185e-06
12,2.95414261498984,-45.91672019107633,63.61967932713446,1.2370608870359183e-05,-0.00016308390201412454,5.787235614296128e-05,-1.8295744462267984e-06
13,-39.942520364111125,24.15900898536217,63.20076925579154,-0.000135119947634181,7.917525378763128e-05,5.803286353417269e-05,-1.275666586359978e-06
14,-23.07427686495853,41.98632604620835,62.974433961684426,-7.667427587489924e-05,0.0001405079604528856,5.7839310503594224e-05,-3.3570173325262827e-07
15,26.529922632130518,-38.92458297232264,63.78158577391709,9.34425774508678e-05,-0.00013849375005336987,5.8004538700429495e-05,-1.4603025396489084e-06
16,24.35823286323689,43.21304960555603,63.3880402885076,8.66110471791769e-05,0.00014376426726543607,5.818392931413637e-05,2.6856138660209316e-07
17,0.4843954980254643,48.92243498039967,63.93731990851577,4.615898832223575e-06,0.0001638056607406177,5.875042598900017e-05,1.8463595328894266e-07
18,49.09029015562703,2.7366524983136724,63.84620980162916,0.0001715100155187654,3.843784845742541e-06,5.824529978724661e-05,-1.3428069330104642e-07
19,42.16358705487136,26.46852607410953,63.77649081982296,0.00014742341615788968,8.562072706608167e-05,5.8207533342255695e-05,-1.1749560663840652e-07
20,43.3168124896808,-21.122653155852195,65.59523505642349,0.0001519050342968122,-7.823528893452393e-05,5.931220185824011e-05,-1.040675373083141e-06
21,-86.60610777980474,9.85769911202372,-4.666863275516574,-0.0002934872402961062,3.3268041765335e-05,-3.889943834064776e-06,-4.867675132162908e-07
22,-86.02630571343565,-14.86601423159951,-4.461125417598906,-0.000291036617643362,-4.9163518834846725e-05,-3.7058324147340402e-06,-2.517762999394295e-07
23,-80.63874986856581,33.68107526913426,-4.822709468897342,-0.0002727408731810941,0.00011340004549273627,-3.6114163022567402e-06,-2.1820612661419761e-07
24,-78.64577513665186,-38.24107533998853,-4.712693667261666,-0.0002666814568958842,-0.00012770093932929803,-3.8144109440829357e-06,6.71403466505113e-08
25,-68.4584407599904,54.94381292598931,-4.942948211873981,-0.00023102993282445556,0.0001845352427689672,-3.970197529670481e-06,-3.3570173325231814e-08
26,-65.4684683188945,-58.82137023378908,-4.158304710939469,-0.00022154635886006898,-0.0001975101147591811,-3.5217209954033043e-06,5.0355259987895224e-08
27,-51.02079133357827,72.05722218192959,-5.12016593177181,-0.0001711743137855128,0.00024291377418159842,-4.111821698386433e-06,1.3428069330104642e-07
28,-47.02762257100464,-75.14947867276749,-4.390216132594224,-0.00015907226630175572,-0.00025249805866596085,-3.842735777826126e-06,6.210482065173373e-07
