,0
A_0_0,-0.00011251119131562227
A_1_0,-0.00644186402373935
A_1_1,-1.1718921058861094
B_1_1,-0.0035046224093765
A_2_0,-0.007414412814117149
A_2_1,-0.0109602684553453
B_2_1,-0.00505606986185
A_2_2,-0.00013750591392919855
B_2_2,-0.0028580684932602
A_3_0,0.0007232493163902001
A_3_1,-1.286440151640082
B_3_1,-0.023798165414966897
A_3_2,-0.011643292852530249
B_3_2,-0.0008857441082942498
A_3_3,-0.31985161048390975
B_3_3,-0.006514169447997049
A_4_0,-0.0198254052619546
A_4_1,0.10145388321544674
B_4_1,-0.03891631900451275
A_4_2,-0.0034777560190056506
B_4_2,0.0187434029717186
A_4_3,0.02763404032072905
B_4_3,-0.0030419579994885003
A_4_4,0.00619800624654885
B_4_4,0.014031429769685952
A_5_0,0.34408333168105154
A_5_1,50.278860135149316
B_5_1,0.23608912319698
A_5_2,-0.2685197823139027
B_5_2,0.9627444781954179
A_5_3,2.1873551693154725
B_5_3,-0.10847421215382136
A_5_4,-0.15454625765961116
B_5_4,0.011667356813214898
A_5_5,0.8324069672983996
B_5_5,0.08272848074216224
A_6_0,2.736269832121091
A_6_1,0.537144066756712
B_6_1,0.19350097358089005
A_6_2,0.10145572560219866
B_6_2,0.525782185230108
A_6_3,0.0653177767944808
B_6_3,0.28916874362417944
A_6_4,0.12730905098625833
B_6_4,-0.2559789955860361
A_6_5,0.2665447264920695
B_6_5,0.2033744569977477
A_6_6,0.6524303840400398
B_6_6,0.18283991244527778
A_7_0,6.667840006498499
A_7_1,-45.073623195103046
B_7_1,1.6503689666408436
A_7_2,0.06794220835671849
B_7_2,-5.612475223750036
A_7_3,29.099061531352838
B_7_3,-4.462336322153414
A_7_4,5.801556378869867
B_7_4,-1.761269474032867
A_7_5,6.230481254130638
B_7_5,-2.399789960484989
A_7_6,-0.21218050554539675
B_7_6,-2.2351875360804
A_7_7,3.1929506841252357
B_7_7,-5.073452015126978
A_8_0,-57.234426028803675
A_8_1,23.0533664622657
B_8_1,-25.77518649953622
A_8_2,-46.100722106612494
B_8_2,-36.60067876887201
A_8_3,-30.652183801494257
B_8_3,67.90921957710626
A_8_4,28.714968567251482
B_8_4,8.230266970227072
A_8_5,27.254883727741216
B_8_5,-43.23251753900908
A_8_6,34.29351112696401
B_8_6,-0.616259069134049
A_8_7,-22.61310446998147
B_8_7,-1.7141855139605635
A_8_8,12.86080342698892
B_8_8,8.459561246570924
