,0
A_0_0,-0.00017986176050291684
A_1_0,-0.009889394040286848
A_1_1,-1.1721432862775512
B_1_1,-0.003410324551260655
A_2_0,-0.00788699326778486
A_2_1,-0.011094423410854017
B_2_1,-0.004690728476911094
A_2_2,6.328729366490032e-07
B_2_2,-0.0028735877691244663
A_3_0,-0.00972479610836431
A_3_1,-1.3078017159545599
B_3_1,-0.026231205186294862
A_3_2,-0.0025045776397257225
B_3_2,-0.004650411752247894
A_3_3,-0.3164546489177515
B_3_3,-0.006839062628769129
A_4_0,-0.004202177837760584
A_4_1,0.09515987993706485
B_4_1,-0.024498367095014427
A_4_2,0.0010980384592416093
B_4_2,0.011362555379186711
A_4_3,0.016886395608204673
B_4_3,-0.010735703215899658
A_4_4,0.009380827886412348
B_4_4,0.011558556882590536
A_5_0,0.874151900026086
A_5_1,50.22885503023201
B_5_1,0.30352401032795573
A_5_2,-0.8350365136364316
B_5_2,0.9382019175986457
A_5_3,2.225791616820885
B_5_3,-0.09832077860075751
A_5_4,-0.22245512102315232
B_5_4,-0.019294122261452294
A_5_5,0.848780879283686
B_5_5,0.0657737650792109
A_6_0,2.285705386166902
A_6_1,0.8838328297413434
B_6_1,0.05318317148892485
A_6_2,-0.21590032903562179
B_6_2,0.15347692628484289
A_6_3,0.22648570232685675
B_6_3,0.7044329274478042
A_6_4,-0.7335774697089711
B_6_4,0.08339864155587763
A_6_5,0.6447169344215902
B_6_5,-0.07987105372094595
A_6_6,0.6478001562125114
B_6_6,0.528091818571062
A_7_0,5.457256716787416
A_7_1,-46.05254949052877
B_7_1,-0.9136590443835463
A_7_2,5.4671167199758965
B_7_2,-9.891750985637405
A_7_3,27.66538444436078
B_7_3,-5.942938352829712
A_7_4,6.499860859540043
B_7_4,-0.12241112425198572
A_7_5,8.135086310117815
B_7_5,-0.40715456212833107
A_7_6,0.26143568310362447
B_7_6,-0.39135513521460397
A_7_7,6.523564348518494
B_7_7,-8.313005950216569
A_8_0,-44.59072076665176
A_8_1,16.401244935470523
B_8_1,-10.503167112508626
A_8_2,-58.44587218414945
B_8_2,-15.697960455892007
A_8_3,-8.776848234708385
B_8_3,100.42785116440672
A_8_4,39.77409606025446
B_8_4,-5.362419863285741
A_8_5,31.937823756581253
B_8_5,-72.13692127655284
A_8_6,25.140041402597493
B_8_6,35.06673642131754
A_8_7,-18.897553225972885
B_8_7,-10.660255132177936
A_8_8,11.916913995355529
B_8_8,8.498234046975927
