,0
A_0_0,-0.0011280784834490536
A_1_0,3.474658966191516e-05
A_1_1,0.009265937196975323
B_1_1,-1.1699712396236484
A_2_0,-0.0018874406562848303
A_2_1,0.0007964047974146788
B_2_1,0.010800090823585542
A_2_2,-0.009401165682617726
B_2_2,-0.003193719191520711
A_3_0,0.013754692689049785
A_3_1,0.03785495416285066
B_3_1,-1.2819043558446355
A_3_2,-0.028443552747657523
B_3_2,0.004369842309040974
A_3_3,-0.01767108654876925
B_3_3,0.29057184803961006
A_4_0,0.08183989128946748
A_4_1,0.06999594825085835
B_4_1,0.04059995924983118
A_4_2,-0.046140397862868616
B_4_2,0.009165612681314906
A_4_3,0.029854603161717896
B_4_3,0.07028830768306432
A_4_4,0.05385812441264037
B_4_4,-0.0037481260010305624
A_5_0,0.21782052822302417
A_5_1,-0.5168876246477647
B_5_1,47.428684996073834
A_5_2,-0.4814365838547355
B_5_2,0.21843425009309964
A_5_3,-0.5632299787624274
B_5_3,-1.7373251440043942
A_5_4,0.2522028177828936
B_5_4,-0.1290273858311805
A_5_5,0.4553705851400452
B_5_5,0.8328518052207532
A_6_0,-0.8398988444305546
A_6_1,-1.3199382634893706
B_6_1,0.1851257199969933
A_6_2,0.7256124941107732
B_6_2,1.6263935762242347
A_6_3,-0.14669738896025633
B_6_3,-0.3710500893795261
A_6_4,-0.5286412756752831
B_6_4,1.3760525251012576
A_6_5,-1.0233375630521033
B_6_5,-0.35031727814729346
A_6_6,0.6118343650073638
B_6_6,0.7843735678838709
A_7_0,-1.915151340073522
A_7_1,-3.739982824050525
B_7_1,-8.563134968819664
A_7_2,-12.836191690309084
B_7_2,-7.816509155168914
A_7_3,9.199689694585047
B_7_3,-18.128092749013597
A_7_4,11.844670338671973
B_7_4,-2.325385242256882
A_7_5,3.3948198521822546
B_7_5,14.22267673196184
A_7_6,-7.750144704055207
B_7_6,4.056524959078152
A_7_7,-2.4633366774914345
B_7_7,7.507613758304993
A_8_0,-10.475646441114133
A_8_1,-7.557764104282251
B_8_1,-56.113093565502986
A_8_2,36.79777207720054
B_8_2,85.3994370381876
A_8_3,48.19150699735808
B_8_3,24.203680882632344
A_8_4,-80.52957515006949
B_8_4,27.774316079586317
A_8_5,-21.796155952168135
B_8_5,-17.488086064584312
A_8_6,-69.05985363028051
B_8_6,-15.381524989233732
A_8_7,10.451335314668995
B_8_7,-38.66790620032278
A_8_8,-7.534813007541699
B_8_8,-35.437544744963795
