,0
A_0_0,0.0002767133616334523
A_1_0,-0.7923494989936115
A_1_1,0.0009197361421686902
B_1_1,0.0006933724291417141
A_2_0,-0.003083632427868819
A_2_1,-0.0022415138718167565
B_2_1,0.004920827526261408
A_2_2,0.01351319744154508
B_2_2,-0.0072120388522103175
A_3_0,-1.4366843381573675
A_3_1,-0.010795572398357397
B_3_1,-0.0021274486241773115
A_3_2,0.006319033367700726
B_3_2,-0.037263740708579116
A_3_3,-0.0004994309677025289
B_3_3,0.03203939217971817
A_4_0,-0.045554386381032645
A_4_1,-0.049707947932248316
B_4_1,-0.05169356938060267
A_4_2,0.11371374968163221
B_4_2,-0.03548968065811479
A_4_3,-0.01747707100411113
B_4_3,0.05449365830436635
A_4_4,-0.05326747943050037
B_4_4,0.047380830560912086
A_5_0,19.168384963659943
A_5_1,0.3686722943971351
B_5_1,-0.02855875164810675
A_5_2,-0.10647291887464774
B_5_2,0.48835303084859244
A_5_3,-0.2710274207478359
B_5_3,0.07465446465595382
A_5_4,-0.10687961727145573
B_5_4,-0.10622770365949219
A_5_5,-0.021138180458671683
B_5_5,-0.32058511067372425
A_6_0,-1.3298414431203511
A_6_1,0.10229073395375894
B_6_1,-0.44414249813388873
A_6_2,-2.4918670894010795
B_6_2,0.6157280435433748
A_6_3,-0.923736569909857
B_6_3,0.7522263516209571
A_6_4,0.8715065221564199
B_6_4,-0.6520708367200998
A_6_5,-0.566208313034877
B_6_5,1.1232382162308485
A_6_6,0.11352285994046353
B_6_6,-0.9915289862340934
A_7_0,14.049697223487994
A_7_1,12.284041809302177
B_7_1,-9.041863024037099
A_7_2,15.528500759073465
B_7_2,2.769230838163656
A_7_3,6.519114280333096
B_7_3,-18.024547704796287
A_7_4,-1.329959554530729
B_7_4,-1.9165720087027334
A_7_5,-0.09436872194354977
B_7_5,-4.3178893548957715
A_7_6,2.0712402057663852
B_7_6,-2.5797387482719385
A_7_7,1.5330390081275596
B_7_7,4.624697801516751
A_8_0,-18.403438201380688
A_8_1,26.87497386957786
B_8_1,36.891375550808796
A_8_2,-69.78754342317218
B_8_2,-15.777422910318386
A_8_3,-55.40606451696865
B_8_3,26.818233771002998
A_8_4,-6.6034712446621375
B_8_4,-10.11007462620872
A_8_5,-97.43064169473404
B_8_5,18.122319498257056
A_8_6,-15.253487425317102
B_8_6,-32.1513599206634
A_8_7,60.707404347905964
B_8_7,-30.108879800227115
A_8_8,22.86901035250596
B_8_8,-30.02253122681267
