,x_gnl,y_gnl,z_gnl,r_gnl,x_gt,y_gt,z_gt,r_gt,match_distance
134,-119.02,65.89,60.18,148.75780618172612,-113.63950591316237,63.00482534638081,65.42077596333381,145.47653848219076,8.046097320952482
135,66.63,-132.96,-5.2,148.81182244700858,69.38931650289551,-136.38134155133946,-5.251651579701614,153.10887437505608,4.3956880530537035
136,-55.84,133.22,-35.85,148.83177248155044,-56.1466092199316,133.8234987279473,-40.590997110681435,150.69439135257812,4.789078568145524
137,-108.22,29.6,97.88,148.88996876888652,-102.19748198378313,26.29540424747877,100.69015490573935,145.85705640559797,7.422132236594079
138,-71.82,-87.46,96.78,148.90846987327484,-70.21121376313704,-83.45599194646098,100.21985840590501,148.11663359920226,5.518414582232863
139,-0.01,144.83,-34.63,148.9126116217159,1.3762160562839698,145.11851782945396,-40.221652097754934,150.59568215962884,5.7681375395303665
140,-98.85,-53.79,97.56,148.93837719003116,-94.71474904667748,-51.98882450945255,100.61575245683966,147.6389217086937,5.448133319971638
141,119.27,65.56,60.5,148.94192324527032,115.44874920734765,63.86047864088401,65.96879355404704,147.5074782807988,6.884622967688508
142,107.63,83.21,60.68,148.96369826236187,104.66460508872841,80.53626663370763,66.02292715959791,147.647542182038,6.670029064898411
143,-101.33,48.8,97.68,148.96506738158448,-96.20488588049773,44.24871925572152,100.60786178515973,146.0659819260907,7.453410345885987
144,141.42,-32.09,-34.16,148.98419412810205,143.05901676743034,-32.01846450018355,-40.17722468221362,152.0041898454727,6.236865091365425
145,-20.64,134.67,60.34,149.0064901271082,-19.719169343805596,128.25961767181565,65.59558232224147,145.4034235674111,8.340388254556409
146,144.45,-12.7,-34.35,149.02018319677373,146.28320724063764,-12.141660582882096,-39.771439239363005,152.07880858780948,5.750164790502857
147,104.36,-100.58,-34.64,149.02105757241154,107.56160587954754,-101.22385878760721,-40.1977619421298,153.0739321778751,6.446204476412368
148,1.32,112.19,98.12,149.04990070442852,0.5811988670358035,104.37943436964377,100.96493199054794,145.22162925441165,8.345322079525397
149,127.89,-68.09,-35.0,149.0540177251187,130.29846408273312,-68.45734953376258,-40.67446978342055,152.70399778548506,6.175374663996016
150,52.81,12.98,138.85,149.1197471832621,52.0235381684207,11.499876146960986,136.52921029842975,146.55688636044852,2.8627528136010367
151,18.7,143.83,-34.78,149.15229565782752,20.938720747675053,144.1293378364975,-40.00134971275551,151.03577069879347,5.6889336917670095
152,-137.19,46.54,-35.5,149.15534754074358,-135.57936025432417,47.724405126022994,-40.80904305834148,149.41472406340066,5.672998685723812
153,-10.91,52.74,139.1,149.16214566705588,-9.584886576717723,50.819345033667325,136.70546831937946,146.1603945970328,3.34344478850132
154,1.46,136.26,60.67,149.16356156917143,2.0035811889583695,130.095502250163,65.96966400622168,145.87957572051235,8.147573356256217
155,-90.26,67.09,98.02,149.18396730211998,-85.16933766199016,61.50072057004024,100.38666918189374,145.305327011267,7.9218691356477775
156,25.23,-52.03,137.53,149.1917380420243,20.02366331227029,-53.64143297666089,136.37770171302773,147.9095262272188,5.570498118340025
157,-38.41,139.78,-35.38,149.21635600697397,-38.20603884294848,140.0243552266388,-40.65513158777325,150.7294303881096,5.284725432668623
158,-54.18,-99.47,97.18,149.24377943485618,-54.23884907794688,-94.54761802476746,101.03612876695043,148.6250454656597,6.253242086419808
159,-129.19,65.23,-36.52,149.26057550471927,-127.76707951581571,66.63349795250723,-41.50845577064603,149.957999312645,5.373937121207771
160,56.64,-135.67,25.82,149.26858644738348,59.324042246954974,-136.948691347721,30.1300070637431,152.25670223682457,5.2359617297771655
161,41.45,-42.57,136.95,149.28365583679948,37.073601496119295,-43.65746935040153,135.95891986473717,147.53052039751074,4.617108758448796
162,20.46,135.18,60.14,149.36218932514348,20.567174897677425,129.20810310325717,65.86713902547524,146.4794272046927,8.274971928722195
163,-18.99,-145.99,25.34,149.38479105986661,-18.89293763614767,-147.06180331642662,29.768448942911153,151.22922217504598,4.557339519012226
164,-58.84,95.99,98.19,149.39043409803722,-55.677106231062744,88.69931947326661,100.51237887137962,145.15594283276664,8.279575059065653
165,48.36,-141.25,-5.71,149.40835384944177,50.397505064394274,-144.48659083888774,-5.7820592258681085,153.1329998982951,3.825197991978591
166,-136.63,7.63,60.05,149.4388714491648,-130.26613449435405,6.225060751351492,65.27775653753666,145.83964713353177,8.354763723894333
167,-19.22,144.01,-35.34,149.52325605068933,-18.61067533133952,144.49761557717713,-40.53906831104513,151.2261029164799,5.257314600236284
168,128.39,47.13,60.51,149.55497016147606,124.3973984243417,45.657074311388676,66.002675822302,148.03930013724047,6.948371400193076
169,-56.22,-136.24,25.5,149.5736474115678,-56.793070125524906,-137.96628375744626,29.824851423863734,152.15015619636583,4.6917805594985
170,134.23,27.98,59.92,149.63615772934025,130.027720981523,27.12504935264792,65.8868361455716,148.27019829792425,7.348008107415196
171,-118.53,-84.08,-35.67,149.63674749205157,-117.39896763641717,-85.31799537960687,-41.11497108636732,150.83805483074875,5.697330681887424
172,-19.55,111.25,98.16,149.64675272120007,-18.834679340710977,103.04575713944475,100.9388845800749,145.47106801896558,8.69157546535469
173,19.83,-146.13,25.49,149.65609209116747,20.647093706076237,-147.20528182108643,29.999609870949783,151.64324603140807,4.707489172312146
174,-39.78,105.63,98.27,149.65673456279873,-37.99604544732864,97.74853498675624,100.52176781796854,145.26906541635816,8.388709251548837
175,89.58,-114.74,-34.75,149.6576309447667,93.35608532160062,-114.93054167256048,-40.31493689285106,153.45905712077308,6.727826477132461
176,61.3,95.06,98.09,149.718875563504,57.183160806988475,88.6552860985194,100.86661771972706,145.95803576133034,8.104216869163666
177,-137.06,-48.3,-36.06,149.72861182820068,-135.50485808969754,-49.43289423752348,-41.12182063055156,149.98727189524618,5.415158705935634
178,43.33,30.84,139.98,149.74309633502307,43.634958699542196,29.250126446718795,136.81072191498933,146.54949044183107,3.5587949230010865
179,-7.31,-149.53,-5.43,149.80701552330584,-8.48721429448718,-152.85433207947588,-5.6014143910921215,153.19221744306716,3.5307789740014686
180,77.75,82.53,97.92,149.81518547864232,72.51010828028741,77.0215117160675,101.04147414351606,146.2853668927352,8.2184858238713
181,0.56,-147.78,24.88,149.86079006865006,1.166074650628684,-149.09845178674166,29.284414763003593,151.9515876959033,4.637295655946574
182,-133.63,-32.85,59.36,149.86563648815562,-127.31728781518478,-33.467193833315555,65.07843456501278,146.85008507019654,8.540009205529591
183,-28.57,44.59,140.2,149.86845231735728,-27.920611142464423,42.90459671528052,136.92102273400943,146.17705501342095,3.743525348026581
184,-142.85,28.63,-35.39,149.92748747311146,-140.82097994618712,29.433080436810304,-40.698751990378504,149.51000980061008,5.739748100928293
185,51.84,-25.52,138.35,149.9312459095835,48.97674857657455,-26.957487529078072,136.68300324979438,147.67420699769033,3.6115726872373672
186,56.26,-7.58,138.83,149.98804252339585,54.14748128092215,-8.639214000800965,136.75284767271,147.33610248073919,3.146304408145117
187,-35.98,-108.67,96.93,149.9971806401707,-37.389005282838234,-103.01510784090641,100.51720652419898,148.70695668643802,6.843329004607329
188,41.84,104.68,98.95,149.9986349937892,38.73313160397268,97.49117766830894,101.15426781061359,145.7291017721093,8.135760218182494
189,-129.42,-66.78,-36.15,150.0530816078097,-127.85359028632367,-67.94480498509566,-41.45851258913699,150.60493132586805,5.656033588428301
190,-142.73,-30.06,-35.43,150.10243635597658,-140.80561329513478,-30.85075275077349,-40.94374194447282,149.84785512353514,5.893208322548657
191,30.58,-146.88,-5.34,150.1245696080425,31.502485001241954,-149.96797028377128,-5.2407679971575405,153.3305720379586,3.2243427301326086
192,11.69,-149.57,-5.62,150.13136048141305,11.663074328566488,-152.64564931806802,-5.749805471434703,153.1985046320218,3.0785050235347797
193,137.16,7.26,60.7,150.1667846096466,132.8327063779458,6.951447811095018,65.90289131635221,148.4454162115317,6.774271370008887
194,73.2,-126.58,-34.23,150.17466264320356,76.75318421642623,-126.76955705806886,-40.13330651682498,153.53258343437415,6.892755456688749
195,-75.63,-124.94,-35.14,150.21557875267132,-74.87163548418346,-125.29063722513845,-40.63505036119912,151.50812814570338,5.558204896782505
196,-106.73,-99.75,-35.12,150.24902595358148,-105.7792027537544,-100.85341694348548,-41.007542485834946,151.79680492396398,6.065039231295263
197,-137.43,-11.98,59.6,150.2753649138807,-130.74281283188108,-13.034526357246694,64.99371046935174,146.58705394789803,8.655784810563219
198,118.09,-70.69,60.43,150.31336966484383,115.43887864618836,-69.414440958701,65.82947989290996,149.9267145630472,6.148973769208539
199,-107.3,-87.01,59.42,150.38206841242743,-102.48888148447101,-85.70324878721298,65.14844835208983,148.63827906466688,7.594049027043931
200,-145.71,10.14,-36.08,150.452617458122,-143.53592606294234,10.364558453024522,-41.519688612167485,149.77940674580054,5.8623575615926775
201,38.38,-143.14,26.0,150.4595759664369,40.37604440900703,-144.14518423090163,30.3341347577253,152.73578110769762,4.8764036665255786
202,127.4,-52.35,60.61,150.48207401547867,124.07004244268504,-51.3260833195862,65.9809045854916,149.60354952533217,6.401846512405886
203,133.68,-32.58,60.94,150.48415996376497,129.80932883619155,-32.47494336554154,65.99158757812143,149.19776617154332,6.3648777847035465
204,137.2,-13.32,60.38,150.48922486344327,132.8879962070334,-13.230075714454069,65.8467555656353,148.89610356839844,6.963252078023147
205,-128.52,-51.7,58.98,150.56201645833522,-122.39615398949493,-52.10992522992567,64.857735803126,147.9959077555751,8.498076654505882
206,21.54,111.5,99.04,150.68225907518112,19.692010248314354,103.67610203456618,101.35775762060354,146.32123711402426,8.36662691194727
207,-91.52,-114.44,-35.5,150.7735852196929,-90.53274108480471,-115.1747854162933,-41.02519590798181,152.13308352658134,5.660598872487684
208,92.82,66.99,98.17,150.79973938969522,86.0674841558089,62.42473137756628,101.01209525019297,146.6557271411716,8.632244970585521
209,55.48,-136.07,-34.14,150.8595867023372,58.5019023333866,-135.99340949218046,-39.96791032713943,153.34312458617518,6.565234085666242
210,106.79,-87.69,60.59,150.88004606308948,104.53209879172095,-86.0634351962028,65.89066882830811,150.58371357558852,5.986728735686712
211,-146.2,-10.39,-35.9,150.9012991991785,-144.0716009418949,-10.479913389040346,-40.87871587528734,150.1250285402633,5.415328128092476
212,-16.0,-114.38,97.16,150.92663780790983,-18.78243001804933,-108.19593669572116,100.60759066475781,148.93296375958843,7.607262132225712
